,disease_name,microbe_scientific_name,relationship_name,disease_mesh_id,disease_mesh_heading
318,Crohn Disease,Fusobacteria,Decreased,MESH:D003424,Crohn Disease
319,Ulcerative Colitis,Fusobacteria,Decreased,MESH:D003093,Ulcerative Colitis
320,Ulcerative Colitis,Synergistetes,Increased,MESH:D003093,Ulcerative Colitis
321,Pancreatic Neoplasms,Atopobium,Increased,MESH:D010190,Pancreatic neoplasms
322,Pancreatic Neoplasms,Atopobium,Increased,MESH:D010190,Pancreatic neoplasms
323,Pancreatic Neoplasms,Atopobium,Increased,MESH:D010190,Pancreatic neoplasms
324,Pancreatic Neoplasms,Atopobium,Increased,MESH:D010190,Pancreatic neoplasms
325,Pancreatic Neoplasms,Campylobacter,Increased,MESH:D010190,Pancreatic neoplasms
326,Pancreatic Neoplasms,Campylobacter,Increased,MESH:D010190,Pancreatic neoplasms
327,Pancreatic Neoplasms,Campylobacter,Increased,MESH:D010190,Pancreatic neoplasms
328,Pancreatic Neoplasms,Campylobacter,Increased,MESH:D010190,Pancreatic neoplasms
329,Pancreatic Neoplasms,Granulicatella,Increased,MESH:D010190,Pancreatic neoplasms
330,Pancreatic Neoplasms,Granulicatella,Increased,MESH:D010190,Pancreatic neoplasms
331,Pancreatic Neoplasms,Granulicatella,Increased,MESH:D010190,Pancreatic neoplasms
332,Pancreatic Neoplasms,Granulicatella,Increased,MESH:D010190,Pancreatic neoplasms
333,Pancreatic Neoplasms,Granulicatella adiacens,Increased,MESH:D010190,Pancreatic neoplasms
334,Pancreatic Neoplasms,Granulicatella adiacens,Increased,MESH:D010190,Pancreatic neoplasms
335,Pancreatic Neoplasms,Granulicatella adiacens,Increased,MESH:D010190,Pancreatic neoplasms
336,Pancreatic Neoplasms,Granulicatella adiacens,Increased,MESH:D010190,Pancreatic neoplasms
337,Pancreatic Neoplasms,Neisseria,Decreased,MESH:D010190,Pancreatic neoplasms
338,Pancreatic Neoplasms,Neisseria,Decreased,MESH:D010190,Pancreatic neoplasms
339,Pancreatic Neoplasms,Neisseria,Decreased,MESH:D010190,Pancreatic neoplasms
340,Pancreatic Neoplasms,Neisseria,Decreased,MESH:D010190,Pancreatic neoplasms
341,Pancreatic Neoplasms,Neisseria elongata,Decreased,MESH:D010190,Pancreatic neoplasms
342,Pancreatic Neoplasms,Neisseria elongata,Decreased,MESH:D010190,Pancreatic neoplasms
343,Pancreatic Neoplasms,Streptococcus,Decreased,MESH:D010190,Pancreatic neoplasms
344,Pancreatic Neoplasms,Streptococcus,Decreased,MESH:D010190,Pancreatic neoplasms
345,Pancreatic Neoplasms,Streptococcus,Decreased,MESH:D010190,Pancreatic neoplasms
346,Pancreatic Neoplasms,Streptococcus,Decreased,MESH:D010190,Pancreatic neoplasms
347,Pancreatic Neoplasms,Streptococcus mitis,Decreased,MESH:D010190,Pancreatic neoplasms
348,Pancreatic Neoplasms,Streptococcus mitis,Decreased,MESH:D010190,Pancreatic neoplasms
349,Pancreatic Neoplasms,Streptococcus mitis,Decreased,MESH:D010190,Pancreatic neoplasms
350,Pancreatic Neoplasms,Streptococcus mitis,Decreased,MESH:D010190,Pancreatic neoplasms
351,Pancreatic Neoplasms,Streptococcus mitis,Decreased,MESH:D010190,Pancreatic neoplasms
352,Pancreatic Neoplasms,Streptococcus mitis,Decreased,MESH:D010190,Pancreatic neoplasms
353,Colorectal Neoplasms,Fusobacterium nucleatum,Increased,MESH:D015179,Colorectal neoplasms
354,Colorectal Neoplasms,Acinetobacter,Decreased,MESH:D015179,Colorectal neoplasms
355,Colorectal Neoplasms,Acinetobacter baumannii,Decreased,MESH:D015179,Colorectal neoplasms
356,Colorectal Neoplasms,Acinetobacter sp.,Decreased,MESH:D015179,Colorectal neoplasms
357,Colorectal Neoplasms,Bacteroidaceae,Decreased,MESH:D015179,Colorectal neoplasms
358,Colorectal Neoplasms,Bacteroidales,Decreased,MESH:D015179,Colorectal neoplasms
359,Colorectal Neoplasms,Bacteroides,Decreased,MESH:D015179,Colorectal neoplasms
360,Colorectal Neoplasms,Bacteroidetes,Decreased,MESH:D015179,Colorectal neoplasms
361,Colorectal Neoplasms,Bacteroidia,Decreased,MESH:D015179,Colorectal neoplasms
362,Colorectal Neoplasms,Clostridia,Decreased,MESH:D015179,Colorectal neoplasms
363,Colorectal Neoplasms,Clostridiales,Decreased,MESH:D015179,Colorectal neoplasms
364,Colorectal Neoplasms,Faecalibacterium,Decreased,MESH:D015179,Colorectal neoplasms
365,Colorectal Neoplasms,Firmicutes,Decreased,MESH:D015179,Colorectal neoplasms
366,Colorectal Neoplasms,Fusobacteria,Increased,MESH:D015179,Colorectal neoplasms
367,Colorectal Neoplasms,Fusobacteriaceae,Increased,MESH:D015179,Colorectal neoplasms
368,Colorectal Neoplasms,Fusobacteriaceae,Increased,MESH:D015179,Colorectal neoplasms
369,Colorectal Neoplasms,Fusobacteriales,Increased,MESH:D015179,Colorectal neoplasms
370,Colorectal Neoplasms,Fusobacterium,Increased,MESH:D015179,Colorectal neoplasms
371,Colorectal Neoplasms,Fusobacterium,Increased,MESH:D015179,Colorectal neoplasms
372,Colorectal Neoplasms,Fusobacterium,Increased,MESH:D015179,Colorectal neoplasms
373,Colorectal Neoplasms,Fusobacterium,Increased,MESH:D015179,Colorectal neoplasms
374,Colorectal Neoplasms,Fusobacterium nucleatum,Increased,MESH:D015179,Colorectal neoplasms
375,Colorectal Neoplasms,Ruminococcaceae,Decreased,MESH:D015179,Colorectal neoplasms
376,Colorectal Neoplasms,Streptococcaceae,Increased,MESH:D015179,Colorectal neoplasms
377,Mouth Neoplasms,Porphyromonas gingivalis,Increased,MESH:D009062,Mouth neoplasms
378,Mouth Neoplasms,Porphyromonas gingivalis,Increased,MESH:D009062,Mouth neoplasms
379,Crohn Disease,Acidovorax,Decreased,MESH:D003424,Crohn Disease
380,Crohn Disease,Actinobacteria,Decreased,MESH:D003424,Crohn Disease
381,Crohn Disease,Anaerococcus,Decreased,MESH:D003424,Crohn Disease
382,Crohn Disease,Brevundimonas,Decreased,MESH:D003424,Crohn Disease
383,Crohn Disease,Campylobacter,Decreased,MESH:D003424,Crohn Disease
384,Crohn Disease,Caulobacter,Decreased,MESH:D003424,Crohn Disease
385,Crohn Disease,Coprobacillus sp.,Decreased,MESH:D003424,Crohn Disease
386,Crohn Disease,Corynebacterium,Decreased,MESH:D003424,Crohn Disease
387,Crohn Disease,Faecalibacterium sp.,Decreased,MESH:D003424,Crohn Disease
388,Crohn Disease,Finegoldia,Decreased,MESH:D003424,Crohn Disease
389,Crohn Disease,Firmicutes,Increased,MESH:D003424,Crohn Disease
390,Crohn Disease,Lactobacillus sp.,Decreased,MESH:D003424,Crohn Disease
391,Crohn Disease,Oscillibacter,Decreased,MESH:D003424,Crohn Disease
392,Crohn Disease,Peptoniphilus,Decreased,MESH:D003424,Crohn Disease
393,Crohn Disease,Porphyromonas,Decreased,MESH:D003424,Crohn Disease
394,Crohn Disease,Prevotella sp.,Decreased,MESH:D003424,Crohn Disease
395,Crohn Disease,Proteobacteria,Decreased,MESH:D003424,Crohn Disease
396,Crohn Disease,Ruminococcus,Decreased,MESH:D003424,Crohn Disease
397,Crohn Disease,Stenotrophomonas,Decreased,MESH:D003424,Crohn Disease
398,Crohn Disease,Stenotrophomonas sp.,Decreased,MESH:D003424,Crohn Disease
399,Crohn Disease,Bifidobacterium,Increased,MESH:D003424,Crohn Disease
400,Crohn Disease,Escherichia coli,Decreased,MESH:D003424,Crohn Disease
401,Crohn Disease,Faecalibacterium prausnitzii,Decreased,MESH:D003424,Crohn Disease
402,Crohn Disease,Faecalibacterium prausnitzii,Decreased,MESH:D003424,Crohn Disease
403,Ulcerative Colitis,Alphaproteobacteria,Increased,MESH:D003093,Ulcerative Colitis
404,Ulcerative Colitis,Bacilli,Increased,MESH:D003093,Ulcerative Colitis
405,Ulcerative Colitis,Betaproteobacteria,Increased,MESH:D003093,Ulcerative Colitis
406,Ulcerative Colitis,Clostridia,Decreased,MESH:D003093,Ulcerative Colitis
407,Ulcerative Colitis,Coriobacteriia,Decreased,MESH:D003093,Ulcerative Colitis
408,Ulcerative Colitis,Deltaproteobacteria,Increased,MESH:D003093,Ulcerative Colitis
409,Ulcerative Colitis,Epsilonproteobacteria,Increased,MESH:D003093,Ulcerative Colitis
410,Ulcerative Colitis,Erysipelotrichia,Increased,MESH:D003093,Ulcerative Colitis
411,Ulcerative Colitis,Firmicutes,Decreased,MESH:D003093,Ulcerative Colitis
412,Ulcerative Colitis,Fusobacteria,Increased,MESH:D003093,Ulcerative Colitis
413,Ulcerative Colitis,Fusobacteriia,Increased,MESH:D003093,Ulcerative Colitis
414,Ulcerative Colitis,Gammaproteobacteria,Increased,MESH:D003093,Ulcerative Colitis
415,Ulcerative Colitis,Lentisphaerae,Decreased,MESH:D003093,Ulcerative Colitis
416,Ulcerative Colitis,Proteobacteria,Increased,MESH:D003093,Ulcerative Colitis
417,Ulcerative Colitis,Spirochaetes,Increased,MESH:D003093,Ulcerative Colitis
418,Ulcerative Colitis,Verrucomicrobia,Decreased,MESH:D003093,Ulcerative Colitis
419,Ulcerative Colitis,Verrucomicrobiae,Decreased,MESH:D003093,Ulcerative Colitis
420,Irritable Bowel Syndrome,Actinobacteria,Increased,MESH:D043183,Irritable Bowel Syndrome
421,Irritable Bowel Syndrome,Actinobacteria,Increased,MESH:D043183,Irritable Bowel Syndrome
422,Irritable Bowel Syndrome,Actinomycetaceae,Increased,MESH:D043183,Irritable Bowel Syndrome
423,Irritable Bowel Syndrome,Actinomycetales,Increased,MESH:D043183,Irritable Bowel Syndrome
424,Irritable Bowel Syndrome,Agathobaculum desmolans,Increased,MESH:D043183,Irritable Bowel Syndrome
425,Irritable Bowel Syndrome,Alistipes,Decreased,MESH:D043183,Irritable Bowel Syndrome
426,Irritable Bowel Syndrome,Alistipes putredinis,Decreased,MESH:D043183,Irritable Bowel Syndrome
427,Irritable Bowel Syndrome,Anaerobutyricum hallii,Increased,MESH:D043183,Irritable Bowel Syndrome
428,Irritable Bowel Syndrome,Bacillales,Increased,MESH:D043183,Irritable Bowel Syndrome
429,Irritable Bowel Syndrome,Bacteroidaceae,Decreased,MESH:D043183,Irritable Bowel Syndrome
430,Irritable Bowel Syndrome,Bacteroidales,Decreased,MESH:D043183,Irritable Bowel Syndrome
431,Irritable Bowel Syndrome,Bacteroides,Decreased,MESH:D043183,Irritable Bowel Syndrome
432,Irritable Bowel Syndrome,Bacteroides caccae,Decreased,MESH:D043183,Irritable Bowel Syndrome
433,Irritable Bowel Syndrome,Bacteroides stercoris,Absent,MESH:D043183,Irritable Bowel Syndrome
434,Irritable Bowel Syndrome,Bacteroidetes,Decreased,MESH:D043183,Irritable Bowel Syndrome
435,Irritable Bowel Syndrome,Bacteroidia,Decreased,MESH:D043183,Irritable Bowel Syndrome
436,Irritable Bowel Syndrome,Barnesiella intestinihominis,Decreased,MESH:D043183,Irritable Bowel Syndrome
437,Irritable Bowel Syndrome,Bifidobacteriaceae,Increased,MESH:D043183,Irritable Bowel Syndrome
438,Irritable Bowel Syndrome,Bifidobacteriales,Increased,MESH:D043183,Irritable Bowel Syndrome
439,Irritable Bowel Syndrome,Bifidobacterium,Increased,MESH:D043183,Irritable Bowel Syndrome
440,Irritable Bowel Syndrome,Blautia,Increased,MESH:D043183,Irritable Bowel Syndrome
441,Irritable Bowel Syndrome,Clostridia,Increased,MESH:D043183,Irritable Bowel Syndrome
442,Irritable Bowel Syndrome,Clostridiales,Increased,MESH:D043183,Irritable Bowel Syndrome
443,Irritable Bowel Syndrome,Clostridiales Family XIV. Incertae Sedis,Increased,MESH:D043183,Irritable Bowel Syndrome
444,Irritable Bowel Syndrome,Clostridium innocuum,Increased,MESH:D043183,Irritable Bowel Syndrome
445,Irritable Bowel Syndrome,Coriobacteriaceae,Increased,MESH:D043183,Irritable Bowel Syndrome
446,Irritable Bowel Syndrome,Coriobacteriales,Increased,MESH:D043183,Irritable Bowel Syndrome
447,Irritable Bowel Syndrome,Dialister,Increased,MESH:D043183,Irritable Bowel Syndrome
448,Irritable Bowel Syndrome,Dorea,Increased,MESH:D043183,Irritable Bowel Syndrome
449,Irritable Bowel Syndrome,Enterobacterales,Increased,MESH:D043183,Irritable Bowel Syndrome
450,Irritable Bowel Syndrome,Enterobacteriaceae,Increased,MESH:D043183,Irritable Bowel Syndrome
451,Irritable Bowel Syndrome,Erysipelotrichia,Increased,MESH:D043183,Irritable Bowel Syndrome
452,Irritable Bowel Syndrome,[Eubacterium] siraeum,Decreased,MESH:D043183,Irritable Bowel Syndrome
453,Irritable Bowel Syndrome,Firmicutes,Increased,MESH:D043183,Irritable Bowel Syndrome
454,Irritable Bowel Syndrome,Lachnospira eligens,Increased,MESH:D043183,Irritable Bowel Syndrome
455,Irritable Bowel Syndrome,Odoribacter,Decreased,MESH:D043183,Irritable Bowel Syndrome
456,Irritable Bowel Syndrome,Odoribacter splanchnicus,Decreased,MESH:D043183,Irritable Bowel Syndrome
457,Irritable Bowel Syndrome,Papillibacter,Increased,MESH:D043183,Irritable Bowel Syndrome
458,Irritable Bowel Syndrome,Porphyromonadaceae,Decreased,MESH:D043183,Irritable Bowel Syndrome
459,Irritable Bowel Syndrome,Rikenellaceae,Decreased,MESH:D043183,Irritable Bowel Syndrome
460,Irritable Bowel Syndrome,Sporobacter,Decreased,MESH:D043183,Irritable Bowel Syndrome
461,Irritable Bowel Syndrome,Sporobacter termitidis,Decreased,MESH:D043183,Irritable Bowel Syndrome
462,Irritable Bowel Syndrome,Staphylococcaceae,Increased,MESH:D043183,Irritable Bowel Syndrome
463,Irritable Bowel Syndrome,Bifidobacterium,Decreased,MESH:D043183,Irritable Bowel Syndrome
464,Irritable Bowel Syndrome,Bifidobacterium,Decreased,MESH:D043183,Irritable Bowel Syndrome
465,Irritable Bowel Syndrome,Eubacterium,Decreased,MESH:D043183,Irritable Bowel Syndrome
466,Irritable Bowel Syndrome,Lactobacillus,Decreased,MESH:D043183,Irritable Bowel Syndrome
467,Irritable Bowel Syndrome,Roseburia,Decreased,MESH:D043183,Irritable Bowel Syndrome
468,Irritable Bowel Syndrome,Enterobacteriaceae,Increased,MESH:D043183,Irritable Bowel Syndrome
469,Irritable Bowel Syndrome,Enterobacteriaceae,Increased,MESH:D043183,Irritable Bowel Syndrome
470,Irritable Bowel Syndrome,Enterobacterales,Increased,MESH:D043183,Irritable Bowel Syndrome
471,Irritable Bowel Syndrome,Enterobacterales,Increased,MESH:D043183,Irritable Bowel Syndrome
472,Irritable Bowel Syndrome,Enterococcaceae,Present,MESH:D043183,Irritable Bowel Syndrome
473,Irritable Bowel Syndrome,Enterococcus,Present,MESH:D043183,Irritable Bowel Syndrome
474,Irritable Bowel Syndrome,Ethanoligenens,Increased,MESH:D043183,Irritable Bowel Syndrome
475,Irritable Bowel Syndrome,Faecalibacterium,Decreased,MESH:D043183,Irritable Bowel Syndrome
476,Irritable Bowel Syndrome,Fusobacteriaceae,Present,MESH:D043183,Irritable Bowel Syndrome
477,Irritable Bowel Syndrome,Fusobacteriales,Present,MESH:D043183,Irritable Bowel Syndrome
478,Irritable Bowel Syndrome,Fusobacterium,Present,MESH:D043183,Irritable Bowel Syndrome
479,Irritable Bowel Syndrome,Gammaproteobacteria,Increased,MESH:D043183,Irritable Bowel Syndrome
480,Irritable Bowel Syndrome,Gammaproteobacteria,Increased,MESH:D043183,Irritable Bowel Syndrome
481,Irritable Bowel Syndrome,Pediococcus,Present,MESH:D043183,Irritable Bowel Syndrome
482,Irritable Bowel Syndrome,Peptococcaceae,Present,MESH:D043183,Irritable Bowel Syndrome
483,Irritable Bowel Syndrome,Proteobacteria,Increased,MESH:D043183,Irritable Bowel Syndrome
484,Crohn Disease,Helicobacter canadensis,Present,MESH:D003424,Crohn Disease
485,Irritable Bowel Syndrome,Pseudomonadaceae,Present,MESH:D043183,Irritable Bowel Syndrome
486,Irritable Bowel Syndrome,Pseudomonadales,Present,MESH:D043183,Irritable Bowel Syndrome
487,Irritable Bowel Syndrome,Veillonella,Present,MESH:D043183,Irritable Bowel Syndrome
488,Crohn Disease,[Clostridium] leptum,Increased,MESH:D003424,Crohn Disease
489,Crohn Disease,[Clostridium] leptum,Increased,MESH:D003424,Crohn Disease
490,Crohn Disease,Acinetobacter lwoffii,Decreased,MESH:D003424,Crohn Disease
491,Crohn Disease,Bacillus coagulans,Decreased,MESH:D003424,Crohn Disease
492,Crohn Disease,Bacillus coagulans,Decreased,MESH:D003424,Crohn Disease
493,Crohn Disease,Phocaeicola coprophilus,Increased,MESH:D003424,Crohn Disease
494,Crohn Disease,[Bacteroides] pectinophilus,Decreased,MESH:D003424,Crohn Disease
495,Crohn Disease,Bacteroides sp.,Decreased,MESH:D003424,Crohn Disease
496,Crohn Disease,Bacteroides sp.,Decreased,MESH:D003424,Crohn Disease
497,Crohn Disease,Bacteroides uniformis,Decreased,MESH:D003424,Crohn Disease
498,Crohn Disease,Clostridioides difficile,Increased,MESH:D003424,Crohn Disease
499,Crohn Disease,Clostridium sp.,Increased,MESH:D003424,Crohn Disease
500,Crohn Disease,Clostridium sp.,Decreased,MESH:D003424,Crohn Disease
501,Crohn Disease,Enterobacteriaceae bacterium,Increased,MESH:D003424,Crohn Disease
502,Crohn Disease,Enterocloster bolteae,Increased,MESH:D003424,Crohn Disease
503,Crohn Disease,Enterococcus faecium,Decreased,MESH:D003424,Crohn Disease
504,Crohn Disease,Escherichia coli,Increased,MESH:D003424,Crohn Disease
505,Crohn Disease,Escherichia coli,Present,MESH:D003424,Crohn Disease
506,Crohn Disease,Faecalibacterium prausnitzii,Decreased,MESH:D003424,Crohn Disease
507,Crohn Disease,Faecalibacterium prausnitzii,Decreased,MESH:D003424,Crohn Disease
508,Colorectal Neoplasms,Gardnerella,Absent,MESH:D015179,Colorectal neoplasms
509,Crohn Disease,Lactobacillus coleohominis,Decreased,MESH:D003424,Crohn Disease
510,Crohn Disease,Prevotella bryantii,Decreased,MESH:D003424,Crohn Disease
511,Crohn Disease,Roseburia intestinalis,Decreased,MESH:D003424,Crohn Disease
512,Crohn Disease,Ruminococcus flavefaciens,Decreased,MESH:D003424,Crohn Disease
513,Crohn Disease,Shigella flexneri,Present,MESH:D003424,Crohn Disease
514,Crohn Disease,Streptococcus gallolyticus subsp. gallolyticus,Decreased,MESH:D003424,Crohn Disease
515,Crohn Disease,Veillonella atypica,Increased,MESH:D003424,Crohn Disease
516,Crohn Disease,Veillonella dispar,Decreased,MESH:D003424,Crohn Disease
517,Crohn Disease,Veillonella parvula,Increased,MESH:D003424,Crohn Disease
518,Celiac Disease,Bifidobacterium bifidum,Increased,MESH:D002446,Celiac Disease
519,Celiac Disease,Bifidobacterium catenulatum,Increased,MESH:D002446,Celiac Disease
520,Celiac Disease,Bifidobacterium sp.,Absent,MESH:D002446,Celiac Disease
521,Celiac Disease,Bifidobacterium sp.,Absent,MESH:D002446,Celiac Disease
522,Celiac Disease,Lactobacillus sakei,Present,MESH:D002446,Celiac Disease
523,Celiac Disease,Lactobacillus sakei,Absent,MESH:D002446,Celiac Disease
524,Coronary Artery Disease,Aggregatibacter actinomycetemcomitans,Increased,MESH:D003324,Coronary Artery Disease
525,Colorectal Neoplasms,Alcaligenaceae,Decreased,MESH:D015179,Colorectal neoplasms
526,Colorectal Neoplasms,Anaerococcus,Increased,MESH:D015179,Colorectal neoplasms
527,Colorectal Neoplasms,Anaerostipes,Decreased,MESH:D015179,Colorectal neoplasms
528,Colorectal Neoplasms,Anaerotruncus,Increased,MESH:D015179,Colorectal neoplasms
529,Colorectal Neoplasms,Bifidobacteriaceae,Decreased,MESH:D015179,Colorectal neoplasms
530,Colorectal Neoplasms,Bifidobacterium,Decreased,MESH:D015179,Colorectal neoplasms
531,Colorectal Neoplasms,Blautia,Decreased,MESH:D015179,Colorectal neoplasms
532,Colorectal Neoplasms,Catenibacterium,Absent,MESH:D015179,Colorectal neoplasms
533,Colorectal Neoplasms,Catonella,Present,MESH:D015179,Colorectal neoplasms
534,Colorectal Neoplasms,Collinsella,Increased,MESH:D015179,Colorectal neoplasms
535,Colorectal Neoplasms,Coriobacteriaceae,Increased,MESH:D015179,Colorectal neoplasms
536,Colorectal Neoplasms,Desulfovibrio,Increased,MESH:D015179,Colorectal neoplasms
537,Colorectal Neoplasms,Erysipelotrichaceae,Increased,MESH:D015179,Colorectal neoplasms
538,Colorectal Neoplasms,Eubacterium,Increased,MESH:D015179,Colorectal neoplasms
539,Colorectal Neoplasms,Faecalibacterium,Decreased,MESH:D015179,Colorectal neoplasms
540,Colorectal Neoplasms,Filifactor,Present,MESH:D015179,Colorectal neoplasms
541,Colorectal Neoplasms,Fusobacteriaceae,Increased,MESH:D015179,Colorectal neoplasms
542,Colorectal Neoplasms,Fusobacterium,Increased,MESH:D015179,Colorectal neoplasms
543,Colorectal Neoplasms,Gemella,Increased,MESH:D015179,Colorectal neoplasms
544,Colorectal Neoplasms,Klebsiella,Increased,MESH:D015179,Colorectal neoplasms
545,Colorectal Neoplasms,Lachnospira,Decreased,MESH:D015179,Colorectal neoplasms
546,Colorectal Neoplasms,Mogibacterium,Increased,MESH:D015179,Colorectal neoplasms
547,Colorectal Neoplasms,Mogibacterium,Increased,MESH:D015179,Colorectal neoplasms
548,Colorectal Neoplasms,Paraprevotella,Increased,MESH:D015179,Colorectal neoplasms
