,MeSH Symptom Term,MeSH Disease Term,PubMed occurrence,TFIDF score
141447,"Purpura, Schoenlein-Henoch",Psoriasis,1.0,1.9982144207445407
142040,"Purpura, Thrombocytopenic",Psoriasis,1.0,1.4149055205518302
143142,"Purpura, Thrombotic Thrombocytopenic",Psoriasis,1.0,2.1840386080896974
145191,Proteinuria,Psoriasis,9.0,11.240799961801969
145793,Albuminuria,Psoriasis,8.0,16.520693321826656
147908,Hirsutism,Psoriasis,2.0,4.967444473052483
605,Asthenia,Hypersensitivity,1.0,2.0632192510535368
2655,Fever,Hypersensitivity,31.0,19.1870666007822
4327,Hypothermia,Hypersensitivity,1.0,1.9454362153971527
6504,Body Weight,Hypersensitivity,16.0,5.48780555431624
7674,Birth Weight,Hypersensitivity,10.0,14.071309430047002
8782,Weight Gain,Hypersensitivity,1.0,1.4866897406760522
10112,Weight Loss,Hypersensitivity,1.0,1.0000537113811745
11010,Cachexia,Hypersensitivity,1.0,1.9947240158047723
13055,Obesity,Hypersensitivity,21.0,17.48362668434903
14826,"Cardiac Output, Low",Hypersensitivity,2.0,4.285591299111297
17740,Edema,Hypersensitivity,66.0,39.32795421079022
19208,Eye Manifestations,Hypersensitivity,4.0,6.031507895581984
20785,Fatigue,Hypersensitivity,15.0,17.07019733282144
21029,Mental Fatigue,Hypersensitivity,1.0,3.585179477326583
21750,Flushing,Hypersensitivity,2.0,5.2280242704531865
22141,Heart Murmurs,Hypersensitivity,1.0,2.3634171314371484
23094,Hypergammaglobulinemia,Hypersensitivity,16.0,26.86600261931097
23544,Intermittent Claudication,Hypersensitivity,1.0,2.2183032020637934
23954,Motion Sickness,Hypersensitivity,1.0,3.4953231482047213
25021,Neurologic Manifestations,Hypersensitivity,8.0,0.559531305402675
25561,Cerebrospinal Fluid Rhinorrhea,Hypersensitivity,2.0,5.354944978287638
27065,Ataxia,Hypersensitivity,1.0,1.2196597127769402
29113,Chorea,Hypersensitivity,1.0,1.992983371326988
29758,Dystonia,Hypersensitivity,1.0,1.5361090335230454
30278,Torticollis,Hypersensitivity,1.0,2.154990922649467
30679,Hyperkinesis,Hypersensitivity,7.0,16.387001767658244
33129,Tremor,Hypersensitivity,1.0,1.739352786828252
33787,"Gait Disorders, Neurologic",Hypersensitivity,1.0,1.744765519935002
35873,Dyslexia,Hypersensitivity,2.0,5.354944978287638
37182,Speech Disorders,Hypersensitivity,2.0,2.3058331220480084
38506,Articulation Disorders,Hypersensitivity,1.0,1.887448957746804
39483,Stuttering,Hypersensitivity,1.0,3.3234728912780622
40068,Learning Disorders,Hypersensitivity,8.0,13.882499018329977
42687,Unconsciousness,Hypersensitivity,1.0,0.9279728292056466
43796,Coma,Hypersensitivity,3.0,3.9362544385297262
44969,Syncope,Hypersensitivity,5.0,7.454457137648761
45238,"Syncope, Vasovagal",Hypersensitivity,1.0,3.1825674382008247
46105,Memory Disorders,Hypersensitivity,2.0,2.9359952153277997
48525,Mental Retardation,Hypersensitivity,3.0,2.716340052218143
51715,Psychomotor Disorders,Hypersensitivity,1.0,1.3316409916371097
52475,Muscle Cramp,Hypersensitivity,1.0,2.2425601797093533
53856,Muscle Spasticity,Hypersensitivity,2.0,3.4545604111879653
56146,Muscle Weakness,Hypersensitivity,2.0,1.985982163405724
57175,Muscular Atrophy,Hypersensitivity,4.0,5.843287078375313
58352,Spasm,Hypersensitivity,1.0,1.3672774715625755
61654,Pain,Hypersensitivity,33.0,10.869761384814424
62922,Back Pain,Hypersensitivity,2.0,2.2938570383587638
63813,Low Back Pain,Hypersensitivity,2.0,3.1808420457535704
64440,Facial Pain,Hypersensitivity,1.0,1.9723285922962424
66071,Headache,Hypersensitivity,37.0,32.72887742433995
67518,Neuralgia,Hypersensitivity,1.0,1.5383141060813592
70141,Paralysis,Hypersensitivity,2.0,0.9689427549656968
71314,Facial Paralysis,Hypersensitivity,5.0,6.785484558152289
73683,Ophthalmoplegia,Hypersensitivity,1.0,1.3298472691830825
76803,Respiratory Paralysis,Hypersensitivity,1.0,2.4894202576408797
77367,Vocal Cord Paralysis,Hypersensitivity,1.0,1.9877795434519607
79790,Psychophysiologic Disorders,Hypersensitivity,51.0,75.60778734182739
80894,Horner Syndrome,Hypersensitivity,2.0,4.419252716076209
81924,"Reflex, Abnormal",Hypersensitivity,2.0,2.8142618860094
83757,Seizures,Hypersensitivity,10.0,8.451669255214139
84680,Sensation Disorders,Hypersensitivity,3.0,1.0299657128149189
85768,Dizziness,Hypersensitivity,9.0,12.082242801703307
86670,Hearing Disorders,Hypersensitivity,10.0,7.3501657495659325
87548,Hearing Loss,Hypersensitivity,2.0,1.6071010892456583
88753,Deafness,Hypersensitivity,5.0,6.142635815311306
89721,"Hearing Loss, Conductive",Hypersensitivity,1.0,2.2674202170287483
91184,"Hearing Loss, Sensorineural",Hypersensitivity,3.0,3.644567581392885
92782,Tinnitus,Hypersensitivity,2.0,3.948067245094652
93215,Olfaction Disorders,Hypersensitivity,4.0,9.152920866170168
93940,Hyperalgesia,Hypersensitivity,6.0,14.364660467019329
94944,Hypesthesia,Hypersensitivity,1.0,1.7219610441163826
96003,Paresthesia,Hypersensitivity,5.0,6.790090730748894
96412,Taste Disorders,Hypersensitivity,1.0,2.376091572333876
98149,Vision Disorders,Hypersensitivity,5.0,3.3174471593395456
99840,Blindness,Hypersensitivity,3.0,3.294415065029849
101391,Diplopia,Hypersensitivity,1.0,1.6441652988834758
103823,Sleep Disorders,Hypersensitivity,10.0,14.929989098693168
104213,Sleep Deprivation,Hypersensitivity,1.0,2.575912288994323
104751,"Urinary Bladder, Neurogenic",Hypersensitivity,1.0,2.0782571284180773
105552,Vertigo,Hypersensitivity,7.0,11.17376360231305
106118,Voice Disorders,Hypersensitivity,1.0,1.66524481467453
106428,Dysphonia,Hypersensitivity,2.0,6.899027224346854
106855,Hoarseness,Hypersensitivity,1.0,2.2161269226411977
107340,Oral Manifestations,Hypersensitivity,3.0,5.597328848543723
109113,Abdominal Pain,Hypersensitivity,12.0,10.181804137768896
110176,"Abdomen, Acute",Hypersensitivity,1.0,1.4376001304795285
110718,Colic,Hypersensitivity,2.0,4.26949463274564
111532,Arthralgia,Hypersensitivity,4.0,5.9092000013048525
112899,Chest Pain,Hypersensitivity,7.0,7.696925812495448
113776,Angina Pectoris,Hypersensitivity,7.0,10.168783608836002
114157,Acute Coronary Syndrome,Hypersensitivity,9.0,23.381643835944764
114547,"Angina, Unstable",Hypersensitivity,2.0,4.485120359418707
114731,"Angina Pectoris, Variant",Hypersensitivity,2.0,6.531898094279751
115248,Toothache,Hypersensitivity,1.0,2.7305823144577674
116194,"Pain, Postoperative",Hypersensitivity,5.0,8.389276611332297
116970,Dysmenorrhea,Hypersensitivity,2.0,5.520209507448178
118635,Constipation,Hypersensitivity,2.0,3.187830987053118
120243,Diarrhea,Hypersensitivity,17.0,15.694198228399278
120792,"Diarrhea, Infantile",Hypersensitivity,5.0,11.406226610102957
121285,Dyspepsia,Hypersensitivity,5.0,10.410260996933143
121420,Encopresis,Hypersensitivity,1.0,3.804058629854335
122129,Heartburn,Hypersensitivity,2.0,6.353738834172374
124019,Nausea,Hypersensitivity,3.0,3.4162592224924198
125776,Vomiting,Hypersensitivity,11.0,9.278639319679264
128140,Anoxia,Hypersensitivity,9.0,9.01789714536723
130355,Cough,Hypersensitivity,51.0,67.05118670591295
131851,Dyspnea,Hypersensitivity,8.0,8.041773452316937
132809,Hemoptysis,Hypersensitivity,1.0,1.6970743635369168
133333,Hypercapnia,Hypersensitivity,3.0,6.332951465761903
134055,Hyperventilation,Hypersensitivity,4.0,8.420520586676695
134772,Mouth Breathing,Hypersensitivity,3.0,9.688078799122753
135540,Respiratory Sounds,Hypersensitivity,102.0,167.20547148366947
135859,Snoring,Hypersensitivity,1.0,2.760104753724089
136016,Sneezing,Hypersensitivity,13.0,43.63997072949283
136778,Skin Manifestations,Hypersensitivity,17.0,10.410072707726478
138231,Jaundice,Hypersensitivity,2.0,2.9094235419045
139724,Pruritus,Hypersensitivity,60.0,87.95652650890821
139933,Tinea Pedis,Hypersensitivity,2.0,6.944312177846374
140701,Purpura,Hypersensitivity,23.0,24.454027936370075
141466,"Purpura, Schoenlein-Henoch",Hypersensitivity,2.0,3.9964288414890814
142076,"Purpura, Thrombocytopenic",Hypersensitivity,9.0,12.734149684966471
142680,"Purpura, Thrombocytopenic, Idiopathic",Hypersensitivity,1.0,1.9338944549569816
143162,"Purpura, Thrombotic Thrombocytopenic",Hypersensitivity,3.0,6.552115824269093
143290,Waterhouse-Friderichsen Syndrome,Hypersensitivity,1.0,3.683914318012272
145274,Proteinuria,Hypersensitivity,4.0,4.995911094134208
145851,Albuminuria,Hypersensitivity,1.0,2.065086665228332
146248,"Urinary Bladder, Overactive",Hypersensitivity,1.0,3.543332367391082
146933,Urinary Incontinence,Hypersensitivity,1.0,1.6175293416348633
325,Asthenia,Irritable Bowel Syndrome,1.0,2.0632192510535368
5310,Body Weight,Irritable Bowel Syndrome,4.0,1.37195138857906
7041,Birth Weight,Irritable Bowel Syndrome,1.0,1.4071309430047
8241,Weight Gain,Irritable Bowel Syndrome,1.0,1.4866897406760522
9431,Weight Loss,Irritable Bowel Syndrome,1.0,1.0000537113811745
11261,Overweight,Irritable Bowel Syndrome,1.0,0.8238720995508412
12071,Obesity,Irritable Bowel Syndrome,5.0,4.162768258178341
20034,Fatigue,Irritable Bowel Syndrome,8.0,9.104105244171434
23282,Intermittent Claudication,Irritable Bowel Syndrome,1.0,2.2183032020637934
26467,Ataxia,Irritable Bowel Syndrome,1.0,1.2196597127769402
31779,Psychomotor Agitation,Irritable Bowel Syndrome,1.0,2.2425601797093533
45302,Lethargy,Irritable Bowel Syndrome,2.0,6.990646296409443
45606,Memory Disorders,Irritable Bowel Syndrome,2.0,2.9359952153277997
57814,Spasm,Irritable Bowel Syndrome,1.0,1.3672774715625755
60346,Pain,Irritable Bowel Syndrome,100.0,32.93867086307401
62424,Back Pain,Irritable Bowel Syndrome,1.0,1.1469285191793817
65166,Headache,Irritable Bowel Syndrome,3.0,2.653692764135672
67157,Neuralgia,Irritable Bowel Syndrome,1.0,1.5383141060813592
68382,"Pain, Intractable",Irritable Bowel Syndrome,1.0,1.992983371326988
68763,"Pain, Referred",Irritable Bowel Syndrome,2.0,8.00709598054131
71466,Gastroparesis,Irritable Bowel Syndrome,1.0,3.2974974048748016
79212,Psychophysiologic Disorders,Irritable Bowel Syndrome,18.0,26.68510141476261
81291,"Reflex, Abnormal",Irritable Bowel Syndrome,3.0,4.2213928290141
84182,Sensation Disorders,Irritable Bowel Syndrome,4.0,1.3732876170865589
92949,Olfaction Disorders,Irritable Bowel Syndrome,1.0,2.2882302165425417
93349,Somatosensory Disorders,Irritable Bowel Syndrome,5.0,5.227655349932032
93740,Hyperalgesia,Irritable Bowel Syndrome,55.0,131.6760542810105
94076,Hyperesthesia,Irritable Bowel Syndrome,1.0,2.694864231855688
96214,Taste Disorders,Irritable Bowel Syndrome,1.0,2.376091572333876
103285,Sleep Disorders,Irritable Bowel Syndrome,11.0,16.422988008562484
104001,Sleep Deprivation,Irritable Bowel Syndrome,1.0,2.575912288994323
108365,Abdominal Pain,Irritable Bowel Syndrome,226.0,191.7573112613142
110478,Colic,Irritable Bowel Syndrome,2.0,4.26949463274564
116507,Pelvic Pain,Irritable Bowel Syndrome,7.0,14.287546876234265
116803,Dysmenorrhea,Irritable Bowel Syndrome,2.0,5.520209507448178
117153,Aerophagy,Irritable Bowel Syndrome,1.0,4.070687293108283
118196,Constipation,Irritable Bowel Syndrome,235.0,374.5701409787413
119457,Diarrhea,Irritable Bowel Syndrome,246.0,227.1042802462484
120559,"Diarrhea, Infantile",Irritable Bowel Syndrome,1.0,2.281245322020591
121017,Dyspepsia,Irritable Bowel Syndrome,90.0,187.3846979447966
121475,Eructation,Irritable Bowel Syndrome,1.0,3.977905559657317
121583,Flatulence,Irritable Bowel Syndrome,51.0,160.0312302234288
122038,Heartburn,Irritable Bowel Syndrome,5.0,15.884347085430935
123351,Nausea,Irritable Bowel Syndrome,7.0,7.971271519148979
124938,Vomiting,Irritable Bowel Syndrome,5.0,4.217563327126937
133705,Hyperventilation,Irritable Bowel Syndrome,1.0,2.1051301466691736
135684,Snoring,Irritable Bowel Syndrome,1.0,2.760104753724089
144666,Proteinuria,Irritable Bowel Syndrome,1.0,1.248977773533552
146519,Urinary Incontinence,Irritable Bowel Syndrome,1.0,1.6175293416348633
325,Asthenia,Irritable Bowel Syndrome,1.0,2.0632192510535368
5310,Body Weight,Irritable Bowel Syndrome,4.0,1.37195138857906
7041,Birth Weight,Irritable Bowel Syndrome,1.0,1.4071309430047
8241,Weight Gain,Irritable Bowel Syndrome,1.0,1.4866897406760522
9431,Weight Loss,Irritable Bowel Syndrome,1.0,1.0000537113811745
11261,Overweight,Irritable Bowel Syndrome,1.0,0.8238720995508412
12071,Obesity,Irritable Bowel Syndrome,5.0,4.162768258178341
20034,Fatigue,Irritable Bowel Syndrome,8.0,9.104105244171434
23282,Intermittent Claudication,Irritable Bowel Syndrome,1.0,2.2183032020637934
26467,Ataxia,Irritable Bowel Syndrome,1.0,1.2196597127769402
31779,Psychomotor Agitation,Irritable Bowel Syndrome,1.0,2.2425601797093533
45302,Lethargy,Irritable Bowel Syndrome,2.0,6.990646296409443
45606,Memory Disorders,Irritable Bowel Syndrome,2.0,2.9359952153277997
57814,Spasm,Irritable Bowel Syndrome,1.0,1.3672774715625755
60346,Pain,Irritable Bowel Syndrome,100.0,32.93867086307401
62424,Back Pain,Irritable Bowel Syndrome,1.0,1.1469285191793817
65166,Headache,Irritable Bowel Syndrome,3.0,2.653692764135672
67157,Neuralgia,Irritable Bowel Syndrome,1.0,1.5383141060813592
68382,"Pain, Intractable",Irritable Bowel Syndrome,1.0,1.992983371326988
68763,"Pain, Referred",Irritable Bowel Syndrome,2.0,8.00709598054131
71466,Gastroparesis,Irritable Bowel Syndrome,1.0,3.2974974048748016
79212,Psychophysiologic Disorders,Irritable Bowel Syndrome,18.0,26.68510141476261
81291,"Reflex, Abnormal",Irritable Bowel Syndrome,3.0,4.2213928290141
84182,Sensation Disorders,Irritable Bowel Syndrome,4.0,1.3732876170865589
92949,Olfaction Disorders,Irritable Bowel Syndrome,1.0,2.2882302165425417
93349,Somatosensory Disorders,Irritable Bowel Syndrome,5.0,5.227655349932032
93740,Hyperalgesia,Irritable Bowel Syndrome,55.0,131.6760542810105
94076,Hyperesthesia,Irritable Bowel Syndrome,1.0,2.694864231855688
96214,Taste Disorders,Irritable Bowel Syndrome,1.0,2.376091572333876
103285,Sleep Disorders,Irritable Bowel Syndrome,11.0,16.422988008562484
104001,Sleep Deprivation,Irritable Bowel Syndrome,1.0,2.575912288994323
108365,Abdominal Pain,Irritable Bowel Syndrome,226.0,191.7573112613142
110478,Colic,Irritable Bowel Syndrome,2.0,4.26949463274564
116507,Pelvic Pain,Irritable Bowel Syndrome,7.0,14.287546876234265
116803,Dysmenorrhea,Irritable Bowel Syndrome,2.0,5.520209507448178
117153,Aerophagy,Irritable Bowel Syndrome,1.0,4.070687293108283
118196,Constipation,Irritable Bowel Syndrome,235.0,374.5701409787413
119457,Diarrhea,Irritable Bowel Syndrome,246.0,227.1042802462484
120559,"Diarrhea, Infantile",Irritable Bowel Syndrome,1.0,2.281245322020591
121017,Dyspepsia,Irritable Bowel Syndrome,90.0,187.3846979447966
121475,Eructation,Irritable Bowel Syndrome,1.0,3.977905559657317
121583,Flatulence,Irritable Bowel Syndrome,51.0,160.0312302234288
122038,Heartburn,Irritable Bowel Syndrome,5.0,15.884347085430935
123351,Nausea,Irritable Bowel Syndrome,7.0,7.971271519148979
124938,Vomiting,Irritable Bowel Syndrome,5.0,4.217563327126937
133705,Hyperventilation,Irritable Bowel Syndrome,1.0,2.1051301466691736
135684,Snoring,Irritable Bowel Syndrome,1.0,2.760104753724089
144666,Proteinuria,Irritable Bowel Syndrome,1.0,1.248977773533552
146519,Urinary Incontinence,Irritable Bowel Syndrome,1.0,1.6175293416348633
325,Asthenia,Irritable Bowel Syndrome,1.0,2.0632192510535368
5310,Body Weight,Irritable Bowel Syndrome,4.0,1.37195138857906
7041,Birth Weight,Irritable Bowel Syndrome,1.0,1.4071309430047
8241,Weight Gain,Irritable Bowel Syndrome,1.0,1.4866897406760522
9431,Weight Loss,Irritable Bowel Syndrome,1.0,1.0000537113811745
11261,Overweight,Irritable Bowel Syndrome,1.0,0.8238720995508412
12071,Obesity,Irritable Bowel Syndrome,5.0,4.162768258178341
20034,Fatigue,Irritable Bowel Syndrome,8.0,9.104105244171434
23282,Intermittent Claudication,Irritable Bowel Syndrome,1.0,2.2183032020637934
26467,Ataxia,Irritable Bowel Syndrome,1.0,1.2196597127769402
31779,Psychomotor Agitation,Irritable Bowel Syndrome,1.0,2.2425601797093533
45302,Lethargy,Irritable Bowel Syndrome,2.0,6.990646296409443
45606,Memory Disorders,Irritable Bowel Syndrome,2.0,2.9359952153277997
57814,Spasm,Irritable Bowel Syndrome,1.0,1.3672774715625755
60346,Pain,Irritable Bowel Syndrome,100.0,32.93867086307401
62424,Back Pain,Irritable Bowel Syndrome,1.0,1.1469285191793817
65166,Headache,Irritable Bowel Syndrome,3.0,2.653692764135672
67157,Neuralgia,Irritable Bowel Syndrome,1.0,1.5383141060813592
68382,"Pain, Intractable",Irritable Bowel Syndrome,1.0,1.992983371326988
68763,"Pain, Referred",Irritable Bowel Syndrome,2.0,8.00709598054131
71466,Gastroparesis,Irritable Bowel Syndrome,1.0,3.2974974048748016
79212,Psychophysiologic Disorders,Irritable Bowel Syndrome,18.0,26.68510141476261
81291,"Reflex, Abnormal",Irritable Bowel Syndrome,3.0,4.2213928290141
84182,Sensation Disorders,Irritable Bowel Syndrome,4.0,1.3732876170865589
92949,Olfaction Disorders,Irritable Bowel Syndrome,1.0,2.2882302165425417
93349,Somatosensory Disorders,Irritable Bowel Syndrome,5.0,5.227655349932032
93740,Hyperalgesia,Irritable Bowel Syndrome,55.0,131.6760542810105
94076,Hyperesthesia,Irritable Bowel Syndrome,1.0,2.694864231855688
96214,Taste Disorders,Irritable Bowel Syndrome,1.0,2.376091572333876
103285,Sleep Disorders,Irritable Bowel Syndrome,11.0,16.422988008562484
104001,Sleep Deprivation,Irritable Bowel Syndrome,1.0,2.575912288994323
108365,Abdominal Pain,Irritable Bowel Syndrome,226.0,191.7573112613142
110478,Colic,Irritable Bowel Syndrome,2.0,4.26949463274564
116507,Pelvic Pain,Irritable Bowel Syndrome,7.0,14.287546876234265
116803,Dysmenorrhea,Irritable Bowel Syndrome,2.0,5.520209507448178
117153,Aerophagy,Irritable Bowel Syndrome,1.0,4.070687293108283
118196,Constipation,Irritable Bowel Syndrome,235.0,374.5701409787413
119457,Diarrhea,Irritable Bowel Syndrome,246.0,227.1042802462484
120559,"Diarrhea, Infantile",Irritable Bowel Syndrome,1.0,2.281245322020591
121017,Dyspepsia,Irritable Bowel Syndrome,90.0,187.3846979447966
121475,Eructation,Irritable Bowel Syndrome,1.0,3.977905559657317
121583,Flatulence,Irritable Bowel Syndrome,51.0,160.0312302234288
122038,Heartburn,Irritable Bowel Syndrome,5.0,15.884347085430935
123351,Nausea,Irritable Bowel Syndrome,7.0,7.971271519148979
124938,Vomiting,Irritable Bowel Syndrome,5.0,4.217563327126937
133705,Hyperventilation,Irritable Bowel Syndrome,1.0,2.1051301466691736
135684,Snoring,Irritable Bowel Syndrome,1.0,2.760104753724089
144666,Proteinuria,Irritable Bowel Syndrome,1.0,1.248977773533552
146519,Urinary Incontinence,Irritable Bowel Syndrome,1.0,1.6175293416348633
110,"Aging, Premature",Obesity,2.0,6.929102979075935
587,Asthenia,Obesity,2.0,4.1264385021070735
2629,Fever,Obesity,17.0,10.521939748816044
4316,Hypothermia,Obesity,7.0,13.618053507780072
6467,Body Weight,Obesity,7901.0,2709.9469802907884
7651,Birth Weight,Obesity,325.0,457.3175564765276
7909,Fetal Macrosomia,Obesity,59.0,196.86636896365687
7935,Body Weight Changes,Obesity,1.0,0.8446152013694876
8757,Weight Gain,Obesity,1486.0,2209.2209546446134
10088,Weight Loss,Obesity,4836.0,4836.259748239359
10454,Emaciation,Obesity,14.0,25.656970097525324
11000,Cachexia,Obesity,28.0,55.852272442533625
11157,Fetal Weight,Obesity,5.0,17.883343938293372
11475,Overweight,Obesity,1475.0,1215.2113468374907
13020,Obesity,Obesity,50200.0,41794.19331211054
13881,"Obesity, Morbid",Obesity,346.0,606.5172235215978
14230,Thinness,Obesity,641.0,1711.8543499177324
14813,"Cardiac Output, Low",Obesity,6.0,12.856773897333891
15638,Cyanosis,Obesity,5.0,8.71704793761933
17710,Edema,Obesity,58.0,34.56092945796716
18084,"Edema, Cardiac",Obesity,1.0,3.5190396748220376
20756,Fatigue,Obesity,44.0,50.07257884294289
21434,Fetal Distress,Obesity,1.0,2.588451638247058
22134,Heart Murmurs,Obesity,1.0,2.3634171314371484
22317,Hot Flashes,Obesity,3.0,10.217132968545105
23538,Intermittent Claudication,Obesity,10.0,22.18303202063793
